"transition","gene_name","module","peak_id","tier","distance_bp","peak_log2FC","gene_biotype"
"T1_MBC_to_prePB","SPOCK2","brown","chr10-71993078-71993380","distal",95802.5,4.35815536340343,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12889717-12890239","distal",98482.5,11.1118741686647,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118782774-118783111","distal",100823,10.9696702550268,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12893164-12893488","distal",101830.5,4.14478124087073,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118777808-118778096","distal",105813.5,5.2507232965203,"protein_coding"
"T1_MBC_to_prePB","KLF6","brown","chr10-3894592-3894842","distal",109436.5,10.9144133560375,"protein_coding"
"T1_MBC_to_prePB","NFKBIA","brown","chr14-35515337-35515704","distal",110772,1.03103725046913,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31695190-31695455","distal",112801,3.20469776329222,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12674936-12675201","distal",116427,3.92402337597427,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33059770-33060036","distal",118833.5,3.71014061307053,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31702603-31702917","distal",120238.5,3.69560301358278,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31704043-31704354","distal",121677,4.28046263180998,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118758331-118758623","distal",125288.5,11.4772388273642,"protein_coding"
"T1_MBC_to_prePB","PIKFYVE","brown","chr2-208394446-208394710","distal",128311.5,3.10857463128844,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118754448-118754825","distal",129129,4.62014411890118,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12662115-12662374","distal",129251,1.48272426706172,"protein_coding"
"T1_MBC_to_prePB","SPOCK2","brown","chr10-72221138-72221421","distal",132248,4.31515084973764,"protein_coding"
"T1_MBC_to_prePB","DUSP2","brown","chr2-96011334-96011621","distal",133962,2.28484853690265,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-32806445-32806709","distal",134492.5,6.63695154005592,"protein_coding"
"T1_MBC_to_prePB","CD69","brown","chr12-9911389-9911692","distal",150640,4.52179781322024,"protein_coding"
"T1_MBC_to_prePB","MS4A1","brown","chr11-60609404-60609670","distal",153785.5,4.54184018785386,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12946152-12946719","distal",154940,2.72832818860094,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31737597-31737858","distal",155206,3.57149095720145,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119039342-119039644","distal",155727.5,4.67132959218519,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119039869-119040119","distal",156228.5,11.8812407923379,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12948977-12949390","distal",157688,3.55804286692443,"protein_coding"
"T1_MBC_to_prePB","SPOCK2","brown","chr10-71930247-71930524","distal",158646,5.01989129582005,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-37739473-37739735","distal",159862.5,4.00119563987559,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31744904-31745174","distal",162517.5,2.27894911288589,"protein_coding"
"T1_MBC_to_prePB","CD52","brown","chr1-26488419-26488713","distal",170609.5,1.92046588908724,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31409422-31409701","distal",172960,3.55960784340793,"protein_coding"
"T1_MBC_to_prePB","SPOCK2","brown","chr10-71906278-71906544","distal",182620.5,1.58543988273557,"protein_coding"
"T1_MBC_to_prePB","CD82","brown","chr11-44749439-44749701","distal",185143.5,3.16063602165295,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12606131-12606396","distal",185232,5.60795901998666,"protein_coding"
"T1_MBC_to_prePB","NFKBIA","brown","chr14-35591367-35591752","distal",186811,5.20823108367326,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12978250-12978549","distal",186904,4.21328598552433,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33129299-33129553","distal",188356.5,4.99949104160509,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-37707259-37707555","distal",192059.5,4.9340197692628,"protein_coding"
"T1_MBC_to_prePB","CD83","brown","chr6-13924961-13925272","distal",192139,3.51586069668965,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118691246-118691520","distal",192382.5,4.58012629674133,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119076636-119077155","distal",193130,3.61766417728935,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12992221-12992512","distal",200871,1.01332834901252,"protein_coding"
"T1_MBC_to_prePB","SESN3","brown","chr11-95438757-95439016","distal",206346,3.79714875469144,"protein_coding"
"T1_MBC_to_prePB","SPOCK2","brown","chr10-72297467-72297744","distal",208574,10.721115877474,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-13001615-13002125","distal",210374.5,4.98738164081757,"protein_coding"
"T1_MBC_to_prePB","SPOCK2","brown","chr10-71876115-71876388","distal",212780,3.11884949933136,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31795156-31795516","distal",212814.5,3.85738181928614,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31364755-31365044","distal",217622,10.83524214376,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31802623-31802917","distal",220248.5,5.70523730574522,"protein_coding"
"T1_MBC_to_prePB","NFKBIA","brown","chr14-35183737-35184184","distal",220788,5.86613678646738,"protein_coding"
"T1_MBC_to_prePB","PIKFYVE","brown","chr2-208490090-208490429","distal",223993,3.18538921739218,"protein_coding"
"T1_MBC_to_prePB","MS4A1","brown","chr11-60682878-60683139","distal",227257,4.14069345632111,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-38126628-38126906","distal",227300.5,1.96298452075942,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33172826-33173076","distal",231881.5,12.4576618149327,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33173098-33173348","distal",232153.5,12.3062220217508,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33176069-33176354","distal",235142,1.97561863278921,"protein_coding"
"T1_MBC_to_prePB","PIKFYVE","brown","chr2-208030897-208031177","distal",235229.5,2.53079596371653,"protein_coding"
"T1_MBC_to_prePB","SPOCK2","brown","chr10-72324576-72325099","distal",235806,10.8224239515647,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12551688-12552041","distal",239631,5.52491282915007,"protein_coding"
"T1_MBC_to_prePB","CD83","brown","chr6-13874051-13874321","distal",243069.5,5.04474676171437,"protein_coding"
"T1_MBC_to_prePB","SESN3","brown","chr11-94987502-94987770","distal",244904.5,3.7271174429284,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-37654232-37654509","distal",245096,2.65331739874537,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31334688-31334981","distal",247687,1.81562533343695,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31831798-31832092","distal",249423.5,3.436644890344,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-13044364-13044642","distal",253007.5,4.56400764479345,"protein_coding"
"T1_MBC_to_prePB","CD82","brown","chr11-44307885-44308145","distal",256411.5,3.54339225437248,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-13049288-13049570","distal",257933.5,3.45454193308477,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-13056462-13056721","distal",265096,3.77859085318209,"protein_coding"
"T1_MBC_to_prePB","RGS2","brown","chr1-193074190-193074816","distal",265464.5,1.73538896159217,"protein_coding"
"T1_MBC_to_prePB","CD69","brown","chr12-9483828-9484111","distal",276931,4.34676786275467,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-37619896-37620312","distal",279362.5,3.97891721441167,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-13076199-13076489","distal",284848.5,5.8002815977537,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31870023-31870309","distal",287644.5,5.6938324544413,"protein_coding"
"T1_MBC_to_prePB","PMAIP1","brown","chr18-60190022-60190307","distal",290217,3.12107451371566,"protein_coding"
"T1_MBC_to_prePB","PMAIP1","brown","chr18-60193766-60194038","distal",293954.5,2.44653607159599,"protein_coding"
"T1_MBC_to_prePB","CD52","brown","chr1-26612338-26612609","distal",294517,11.0017938009929,"protein_coding"
"T1_MBC_to_prePB","MARCH1","brown","chr4-164087930-164088202","distal",295983.5,5.74026532443245,"protein_coding"
"T1_MBC_to_prePB","CD83","brown","chr6-13814771-13815035","distal",302352.5,11.8696552300763,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119186354-119186635","distal",302729,4.07786875317748,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-13094398-13094663","distal",303035,4.45631521236782,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33245747-33246037","distal",304822.5,4.60335476988797,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-37593833-37594363","distal",305368.5,2.81356033298209,"protein_coding"
"T1_MBC_to_prePB","NFKBIA","brown","chr14-35099202-35099509","distal",305393,4.71966039303778,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119191780-119192077","distal",308163,1.90017530146406,"protein_coding"
"T1_MBC_to_prePB","CD52","brown","chr1-26002468-26002762","distal",315341.5,4.16064976477538,"protein_coding"
"T1_MBC_to_prePB","CD82","brown","chr11-44883635-44884072","distal",319427,5.35588222676143,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118563262-118563556","distal",320356.5,3.82929825755475,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119204891-119205255","distal",321307.5,5.95721121185253,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118560788-118561057","distal",322843,6.27854492993306,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119209095-119209435","distal",325499.5,3.39520572958832,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33267104-33267549","distal",326257,5.65623328968337,"protein_coding"
"T1_MBC_to_prePB","RUNX3","brown","chr1-25291517-25292024","distal",326650,1.40916360604817,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119210680-119210941","distal",327045,3.46058657814718,"protein_coding"
"T1_MBC_to_prePB","RUNX3","brown","chr1-25293359-25293617","distal",328367.5,3.92221458457737,"protein_coding"
"T1_MBC_to_prePB","PMAIP1","brown","chr18-59561548-59561841","distal",338253,3.535109879211,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-38239754-38240044","distal",340432.5,2.15670562076799,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-38240460-38240735","distal",341131,3.8825300224542,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-37557844-37558105","distal",341492,4.98153160029334,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119227085-119227363","distal",343458.5,4.69933803622052,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31238922-31239172","distal",343474.5,11.2658509517427,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31926673-31926979","distal",344304.5,6.34549968855316,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-37553079-37553348","distal",346253,3.38429335309102,"protein_coding"
"T1_MBC_to_prePB","SESN3","brown","chr11-94884543-94884816","distal",347861,5.06392544665694,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-32590298-32590595","distal",350623,3.18875740909782,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119234818-119235096","distal",351191.5,3.83600998319629,"protein_coding"
"T1_MBC_to_prePB","CD82","brown","chr11-44915743-44916044","distal",351467,3.51139296244791,"protein_coding"
"T1_MBC_to_prePB","PMAIP1","brown","chr18-60253460-60253731","distal",353648,5.31935556349361,"protein_coding"
"T1_MBC_to_prePB","ZFP36L1","brown","chr14-69152298-69152559","distal",356176,4.12188824402313,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31939818-31940336","distal",357555.5,3.05367042655595,"protein_coding"
"T1_MBC_to_prePB","ZFP36L1","brown","chr14-69162248-69162498","distal",366120.5,10.9748550967571,"protein_coding"
"T1_MBC_to_prePB","PIKFYVE","brown","chr2-208634600-208634904","distal",368485.5,4.66653103411709,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119252254-119252529","distal",368626,5.70570743785095,"protein_coding"
"T1_MBC_to_prePB","AC079767.4","brown","chr2-208030897-208031177","distal",368662.5,2.53079596371653,"lincRNA"
"T1_MBC_to_prePB","CD82","brown","chr11-44958065-44958349","distal",393780.5,3.58613286255498,"protein_coding"
"T1_MBC_to_prePB","NFKBIA","brown","chr14-35008682-35009058","distal",395878.5,3.90868653340634,"protein_coding"
"T1_MBC_to_prePB","NFKBIA","brown","chr14-35800757-35801040","distal",396150,3.33314249452552,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118481710-118481973","distal",401924,3.52985634817992,"protein_coding"
"T1_MBC_to_prePB","PMAIP1","brown","chr18-60305681-60305958","distal",405872,11.0205373103863,"protein_coding"
"T1_MBC_to_prePB","CD82","brown","chr11-44972339-44972604","distal",408045,2.44635564050944,"protein_coding"
"T1_MBC_to_prePB","SESN3","brown","chr11-94823074-94823397","distal",409305,4.88260258505659,"protein_coding"
"T1_MBC_to_prePB","REL","brown","chr2-61293358-61293644","distal",411980.5,11.3460636970878,"protein_coding"
"T1_MBC_to_prePB","SPOCK2","brown","chr10-71674454-71674726","distal",414441.5,11.0570655475872,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33359158-33359435","distal",418227,6.33561644376585,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-38325122-38326046","distal",426117.5,11.5057698727345,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-38326048-38326317","distal",426716,4.03373230922234,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-32013882-32014690","distal",431764.5,10.8508475482155,"protein_coding"
"T1_MBC_to_prePB","SESN3","brown","chr11-94800197-94800669","distal",432107.5,4.20594367728426,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-32015981-32016287","distal",433612.5,4.38017782894848,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33378042-33378316","distal",437109.5,0.880297948387378,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-13228828-13229128","distal",437482.5,4.02559351783956,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33378779-33379049","distal",437844.5,3.71964200381949,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118443028-118443370","distal",440566.5,1.70168518682127,"protein_coding"
"T1_MBC_to_prePB","CD52","brown","chr1-25876101-25876590","distal",441611,1.30167952362287,"protein_coding"
"T1_MBC_to_prePB","MS4A1","brown","chr11-60897292-60897566","distal",441677.5,3.53228670347168,"protein_coding"
"T1_MBC_to_prePB","CD82","brown","chr11-44117101-44117370","distal",447191,3.71016193563779,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33393531-33393786","distal",452589,2.60711559437858,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31126084-31126427","distal",456266,4.13800565559118,"protein_coding"
"T1_MBC_to_prePB","DUSP2","brown","chr2-95688099-95688505","distal",457137.5,4.36823967224631,"protein_coding"
"T1_MBC_to_prePB","ZFP36L1","brown","chr14-69260030-69260301","distal",463913,1.55090085840905,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-119352136-119352394","distal",468499.5,3.43758282561858,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-13261059-13261323","distal",469695.5,3.07355935376029,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-32054284-32054568","distal",471904.5,11.3246612171417,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-13263702-13263978","distal",472344.5,3.90885009817165,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-32054750-32055294","distal",472500.5,1.73567561485125,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-32055407-32055673","distal",473018.5,3.52494207037993,"protein_coding"
"T1_MBC_to_prePB","NFKBIA","brown","chr14-34931301-34932033","distal",473081.5,5.96313221118539,"protein_coding"
"T1_MBC_to_prePB","MS4A1","brown","chr11-60928856-60929273","distal",473313,6.18024158840033,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-13266789-13267056","distal",475427,2.32968433649818,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31105297-31105573","distal",477086.5,3.7893802300821,"protein_coding"
"T1_MBC_to_prePB","MS4A1","brown","chr11-60934623-60934909","distal",479014.5,3.83508806599653,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-33422176-33422450","distal",481243.5,5.76631954492606,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118402248-118402498","distal",481392.5,11.5634864431085,"protein_coding"
"T1_MBC_to_prePB","RAB11FIP1","brown","chr8-38385544-38385881","distal",486246,3.28398031655014,"protein_coding"
"T1_MBC_to_prePB","SPOCK2","brown","chr10-72575513-72575781","distal",486615.5,2.86933557473835,"protein_coding"
"T1_MBC_to_prePB","ZFP36L1","brown","chr14-69283327-69283659","distal",487240.5,5.73964958156392,"protein_coding"
"T1_MBC_to_prePB","ZFP36L1","brown","chr14-69291529-69291819","distal",495421.5,3.91456732107636,"protein_coding"
"T1_MBC_to_prePB","LAPTM5","brown","chr1-31255616-31255883","distal",497930,11.6514569996124,"protein_coding"
"T2_prePB_to_PB","ISG15","blue","chr1-1004004-1004328","proximal",3028.5,0.342862319261339,"protein_coding"
"T2_prePB_to_PB","IFI6","blue","chr1-27668219-27668509","proximal",3853.5,0.308299543934264,"protein_coding"
"T2_prePB_to_PB","MALAT1","blue","chr11-65479433-65479714","proximal",18188,0.274406227762954,"lincRNA"
"T2_prePB_to_PB","IFI6","blue","chr1-27692458-27692875","proximal",20449,0.256020026601718,"protein_coding"
"T2_prePB_to_PB","LGALS3BP","blue","chr17-79008590-79008856","proximal",28614.5,0.330785150483614,"protein_coding"
"T2_prePB_to_PB","RP11-16E12.2","blue","chr15-31195799-31196161","proximal",34857.5,0.324628200033,"lincRNA"
"T2_prePB_to_PB","ISG15","blue","chr1-1051477-1051739","distal",50470.5,0.402390600134999,"protein_coding"
"T2_prePB_to_PB","MALAT1","blue","chr11-65548277-65548760","distal",50757,0.797228696874137,"lincRNA"
"T2_prePB_to_PB","RP11-16E12.2","blue","chr15-31283686-31284006","distal",53008.5,0.401036114662641,"lincRNA"
"T2_prePB_to_PB","ISG15","blue","chr1-1071931-1072284","distal",70970,0.949011322338451,"protein_coding"
"T2_prePB_to_PB","ISG15","blue","chr1-1072286-1072550","distal",71280.5,11.1422009721124,"protein_coding"
"T2_prePB_to_PB","MALAT1","blue","chr11-65570508-65570778","distal",72881.5,0.565617230708142,"lincRNA"
"T2_prePB_to_PB","RP11-284N8.3","blue","chr1-110752635-110752911","distal",95733.5,0.308820313366016,"lincRNA"
"T2_prePB_to_PB","IFI6","blue","chr1-27560889-27561152","distal",111197,0.514828753767253,"protein_coding"
"T2_prePB_to_PB","RP11-284N8.3","blue","chr1-110527187-110527458","distal",129717,0.337280461314753,"lincRNA"
"T2_prePB_to_PB","ITGA6","blue","chr2-172290498-172290759","distal",136725,0.322383847615853,"protein_coding"
"T2_prePB_to_PB","MALAT1","blue","chr11-65343416-65343682","distal",154212.5,0.383892255766277,"lincRNA"
"T2_prePB_to_PB","MALAT1","blue","chr11-65341685-65342010","distal",155914,0.405498927674541,"lincRNA"
"T2_prePB_to_PB","MALAT1","blue","chr11-65658186-65658484","distal",160573.5,12.395901515778,"lincRNA"
"T2_prePB_to_PB","MALAT1","blue","chr11-65667903-65668168","distal",170274,0.293226821118662,"lincRNA"
"T2_prePB_to_PB","MALAT1","blue","chr11-65314158-65314480","distal",183442.5,0.380398411476616,"lincRNA"
"T2_prePB_to_PB","MALAT1","blue","chr11-65313859-65314140","distal",183762,0.322433374330292,"lincRNA"
"T2_prePB_to_PB","MALAT1","blue","chr11-65686727-65686984","distal",189094,0.338831581443838,"lincRNA"
"T2_prePB_to_PB","ISG15","blue","chr1-805158-805423","distal",195847,0.456782413451425,"protein_coding"
"T2_prePB_to_PB","MALAT1","blue","chr11-65292534-65292836","distal",205076.5,0.401305280368596,"lincRNA"
"T2_prePB_to_PB","XAF1","blue","chr17-6544030-6544385","distal",211239,0.396613021757407,"protein_coding"
"T2_prePB_to_PB","LGALS3BP","blue","chr17-79196716-79196993","distal",216746,0.267924557699151,"protein_coding"
"T2_prePB_to_PB","IFI6","blue","chr1-27894970-27895276","distal",222905.5,0.553000239556007,"protein_coding"
"T2_prePB_to_PB","RP11-284N8.3","blue","chr1-110881165-110881422","distal",224254,0.311502590345263,"lincRNA"
"T2_prePB_to_PB","IFIT3","blue","chr10-89102084-89102378","distal",225662.5,0.285180867436141,"protein_coding"
"T2_prePB_to_PB","ISG15","blue","chr1-1265818-1266091","distal",264817,0.918353392973078,"protein_coding"
"T2_prePB_to_PB","ISG15","blue","chr1-1266340-1266610","distal",265337.5,1.37618823932594,"protein_coding"
"T2_prePB_to_PB","MALAT1","blue","chr11-65770136-65770450","distal",272531.5,0.474912471253426,"lincRNA"
"T2_prePB_to_PB","RP11-16E12.2","blue","chr15-31508601-31508992","distal",277959,0.382712776139683,"lincRNA"
"T2_prePB_to_PB","IFIT1","blue","chr10-89102084-89102378","distal",290314.5,0.285180867436141,"protein_coding"
"T2_prePB_to_PB","RP11-16E12.2","blue","chr15-31521446-31521721","distal",290746,0.299240521770252,"lincRNA"
"T2_prePB_to_PB","HIST1H2BK","blue","chr6-27440721-27441009","distal",294067.5,0.293984430613712,"protein_coding"
"T2_prePB_to_PB","MALAT1","blue","chr11-65819563-65819840","distal",321940,0.37378675880706,"lincRNA"
"T2_prePB_to_PB","RP11-16E12.2","blue","chr15-31558762-31559115","distal",328101,0.341548821127332,"lincRNA"
"T2_prePB_to_PB","ISG15","blue","chr1-1334695-1334958","distal",333689,0.362131658104202,"protein_coding"
"T2_prePB_to_PB","MALAT1","blue","chr11-65837173-65837626","distal",339638,0.429264135332415,"lincRNA"
"T2_prePB_to_PB","MALAT1","blue","chr11-65837654-65837919","distal",340025,0.745228590969371,"lincRNA"
"T2_prePB_to_PB","LGALS3BP","blue","chr17-79320023-79320293","distal",340049.5,0.29037815365772,"protein_coding"
"T2_prePB_to_PB","MALAT1","blue","chr11-65153892-65154167","distal",343732,0.302982379502705,"lincRNA"
"T2_prePB_to_PB","ITGA6","blue","chr2-172778753-172779151","distal",351598.5,0.559531483566534,"protein_coding"
"T2_prePB_to_PB","XAF1","blue","chr17-7117663-7118406","distal",362588,0.741322448150761,"protein_coding"
"T2_prePB_to_PB","MALAT1","blue","chr11-65122535-65122840","distal",375074,0.399834280440985,"lincRNA"
"T2_prePB_to_PB","MALAT1","blue","chr11-65121939-65122221","distal",375681.5,0.374810309984109,"lincRNA"
"T2_prePB_to_PB","IFI6","blue","chr1-27286855-27287152","distal",385214,0.690714770446625,"protein_coding"
"T2_prePB_to_PB","RP11-16E12.2","blue","chr15-31618575-31618991","distal",387945.5,0.347928583029407,"lincRNA"
"T2_prePB_to_PB","RP11-16E12.2","blue","chr15-31619827-31620184","distal",389168,0.517332285563223,"lincRNA"
"T2_prePB_to_PB","XAF1","blue","chr17-7145542-7145979","distal",390314,0.273282684292384,"protein_coding"
"T2_prePB_to_PB","XAF1","blue","chr17-7146246-7146526","distal",390939.5,0.337200815005395,"protein_coding"
"T2_prePB_to_PB","IFI44L","blue","chr1-78225426-78225682","distal",394367.5,0.381741735955221,"protein_coding"
"T2_prePB_to_PB","RP11-16E12.2","blue","chr15-31638903-31639179","distal",408203.5,0.366494368262534,"lincRNA"
"T2_prePB_to_PB","MALAT1","blue","chr11-65082227-65082527","distal",415384.5,0.388710419489834,"lincRNA"
"T2_prePB_to_PB","IFI27","blue","chr14-93673287-93673724","distal",431330,0.374646464157339,"protein_coding"
"T2_prePB_to_PB","ITGA6","blue","chr2-172864718-172865007","distal",437509,0.333870478291438,"protein_coding"
"T2_prePB_to_PB","XAF1","blue","chr17-7199751-7200017","distal",444437.5,0.252852738092471,"protein_coding"
"T2_prePB_to_PB","RP11-284N8.3","blue","chr1-110210490-110210758","distal",446415.5,0.79361635244674,"lincRNA"
"T2_prePB_to_PB","IFI44L","blue","chr1-78148478-78148763","distal",471301,11.5082875099049,"protein_coding"
"T2_prePB_to_PB","IFIT3","blue","chr10-88855160-88855426","distal",472600.5,0.361305896377447,"protein_coding"
"T2_prePB_to_PB","IFIT3","blue","chr10-88853791-88854078","distal",473959,0.306264626198202,"protein_coding"
"T2_prePB_to_PB","LGALS3BP","blue","chr17-79477779-79478662","distal",498112,0.666102836224272,"protein_coding"
"T2_prePB_to_PB","XAF1","blue","chr17-7254686-7255000","distal",499396.5,0.784015225297577,"protein_coding"
"T2_prePB_to_PB","XAF1","blue","chr17-7255182-7255709","distal",499999,0.489182415878844,"protein_coding"
"T2_prePB_to_PB","STAT5A","yellow","chr17-42277392-42277833","proximal",9934,0.28636754599768,"protein_coding"
"T2_prePB_to_PB","TNF","yellow","chr6-31588313-31588679","proximal",12929.5,0.337637717912891,"protein_coding"
"T2_prePB_to_PB","LTA","yellow","chr6-31588313-31588679","proximal",16442.5,0.337637717912891,"protein_coding"
"T2_prePB_to_PB","STAT5A","yellow","chr17-42264272-42264834","proximal",22993.5,0.369937516439323,"protein_coding"
"T2_prePB_to_PB","STAT5A","yellow","chr17-42263987-42264245","proximal",23430.5,0.279611336248672,"protein_coding"
"T2_prePB_to_PB","PEA15","yellow","chr1-160232193-160232453","proximal",26986.5,0.287843496220467,"protein_coding"
"T2_prePB_to_PB","SPIB","yellow","chr19-50380914-50381422","proximal",37769.5,0.479555278333221,"protein_coding"
"T2_prePB_to_PB","SPIB","yellow","chr19-50380634-50380905","proximal",38168,0.361183727895231,"protein_coding"
"T2_prePB_to_PB","SPIB","yellow","chr19-50380317-50380589","proximal",38484.5,0.35554859057909,"protein_coding"
"T2_prePB_to_PB","SPIB","yellow","chr19-50379824-50380085","proximal",38983,0.286436152023744,"protein_coding"
"T2_prePB_to_PB","SPIB","yellow","chr19-50372514-50372780","proximal",46290.5,0.314183636240846,"protein_coding"
"T2_prePB_to_PB","BHLHE40","yellow","chr3-4910062-4910357","distal",68906,0.555309169251798,"protein_coding"
"T2_prePB_to_PB","CD40","yellow","chr20-46045169-46045692","distal",72841,1.05251805953892,"protein_coding"
"T2_prePB_to_PB","CCL17","yellow","chr16-57481240-57481510","distal",76608.5,0.338385648933192,"protein_coding"
"T2_prePB_to_PB","CCL22","yellow","chr16-57278809-57279153","distal",79790.5,0.370443637536771,"protein_coding"
"T2_prePB_to_PB","PAX5","yellow","chr9-37120265-37120529","distal",86212.5,0.360449182624573,"protein_coding"
"T2_prePB_to_PB","TNF","yellow","chr6-31670883-31671171","distal",95460.5,0.273288299254133,"protein_coding"
"T2_prePB_to_PB","SPIB","yellow","chr19-50321351-50321622","distal",97451,0.365456032430186,"protein_coding"
