"transition","peak_id","peak_log2FC","gene_name","gene_biotype","distance_bp","tier","module"
"T2_prePB_to_PB","chr19-16683213-16683492",0.431804973652528,"KLF2","protein_coding",358536,"distal","brown"
"T2_prePB_to_PB","chr2-233415185-233415491",0.347511195910146,"HJURP","protein_coding",439227.5,"distal","turquoise"
"T2_prePB_to_PB","chr19-49631166-49631432",0.394440774524269,"PRMT1","protein_coding",44486.5,"proximal","turquoise"
"T2_prePB_to_PB","chr19-49631166-49631432",0.394440774524269,"ATF5","protein_coding",297402.5,"distal","turquoise"
"T2_prePB_to_PB","chr5-137878850-137879122",0.317903927233034,"KIF20A","protein_coding",299732.5,"distal","turquoise"
"T2_prePB_to_PB","chr5-134240279-134240550",0.319295451706796,"TCF7","protein_coding",125704,"distal","brown"
"T2_prePB_to_PB","chr15-41186438-41186693",0.299661270426196,"CHAC1","protein_coding",233604,"distal","blue"
"T2_prePB_to_PB","chr15-41186438-41186693",0.299661270426196,"NUSAP1","protein_coding",146128,"distal","turquoise"
"T2_prePB_to_PB","chr16-30538663-30538959",0.290333485624814,"ALDOA","protein_coding",485721.5,"distal","turquoise"
"T2_prePB_to_PB","chr16-30538663-30538959",0.290333485624814,"DCTPP1","protein_coding",108736.5,"distal","turquoise"
"T2_prePB_to_PB","chr5-176513351-176513840",1.27337612159126,"NOP16","protein_coding",124621,"distal","turquoise"
"T2_prePB_to_PB","chr14-64804987-64805276",0.435917037452908,"ESR2","protein_coding",467020,"distal","blue"
"T2_prePB_to_PB","chr12-109162572-109162831",0.562087958611122,"UNG","protein_coding",65128,"distal","turquoise"
"T2_prePB_to_PB","chr9-6412967-6413231",0.323550321690038,"RP11-390F4.3","lincRNA",303395.5,"distal","blue"
"T2_prePB_to_PB","chr15-78730292-78730564",0.353599302571011,"CTSH","protein_coding",219145.5,"distal","turquoise"
"T2_prePB_to_PB","chrX-153775333-153775803",0.379493249042992,"HCFC1-AS1","antisense",193756.5,"distal","blue"
"T2_prePB_to_PB","chr19-47539092-47539353",0.329352324097496,"BBC3","protein_coding",306457,"distal","brown"
"T2_prePB_to_PB","chr19-47539092-47539353",0.329352324097496,"SEPW1","protein_coding",239349,"distal","turquoise"
"T2_prePB_to_PB","chr11-64614666-64614928",0.348954132353399,"STIP1","protein_coding",429525.5,"distal","turquoise"
"T2_prePB_to_PB","chr11-64614666-64614928",0.348954132353399,"PPP1R14B","protein_coding",367856.5,"distal","turquoise"
"T2_prePB_to_PB","chr11-64614666-64614928",0.348954132353399,"AP003774.1","antisense",285293.5,"distal","blue"
"T2_prePB_to_PB","chr11-64614666-64614928",0.348954132353399,"BATF2","protein_coding",382247.5,"distal","blue"
"T2_prePB_to_PB","chr18-158208-158691",0.446557791752891,"TYMS","protein_coding",499154,"distal","turquoise"
"T2_prePB_to_PB","chr1-151119076-151119343",0.349382220704716,"RP11-126K1.6","antisense",227757,"distal","turquoise"
"T2_prePB_to_PB","chr2-233927934-233928200",0.473164616480394,"HJURP","protein_coding",73501.5,"distal","turquoise"
"T2_prePB_to_PB","chr15-66585718-66586001",0.514034169148191,"ZWILCH","protein_coding",80901,"distal","turquoise"
"T2_prePB_to_PB","chr1-19638533-19638803",0.410968147840209,"MRTO4","protein_coding",387129.5,"distal","turquoise"
"T2_prePB_to_PB","chr7-47537238-47537507",0.824399791890937,"LINC00525","antisense",224103,"distal","blue"
"T2_prePB_to_PB","chr13-30881183-30881460",0.277057654053687,"ALOX5AP","protein_coding",167844,"distal","yellow"
"T2_prePB_to_PB","chr13-30881183-30881460",0.277057654053687,"HSPH1","protein_coding",281066,"distal","turquoise"
"T2_prePB_to_PB","chr1-68150801-68151076",0.37789304749559,"DEPDC1","protein_coding",346282,"distal","turquoise"
"T2_prePB_to_PB","chr1-26146296-26146612",0.366355235987922,"STMN1","protein_coding",239463.5,"distal","turquoise"
"T2_prePB_to_PB","chr1-26146296-26146612",0.366355235987922,"CD52","protein_coding",171502.5,"distal","brown"
"T2_prePB_to_PB","chr1-26146296-26146612",0.366355235987922,"HMGN2","protein_coding",325995.5,"distal","turquoise"
"T2_prePB_to_PB","chr17-58469525-58469806",0.346568111420124,"MIR142","antisense",137158,"distal","brown"
"T2_prePB_to_PB","chr4-56412010-56412309",0.561385205237938,"PAICS","protein_coding",23581,"proximal","turquoise"
"T2_prePB_to_PB","chr4-56412010-56412309",0.561385205237938,"HOPX","protein_coding",269739,"distal","turquoise"
"T2_prePB_to_PB","chr22-51021132-51021399",0.252316900889329,"CTA-384D8.36","antisense",497340,"distal","turquoise"
"T2_prePB_to_PB","chr22-51021132-51021399",0.252316900889329,"CTA-384D8.34","lincRNA",478616,"distal","blue"
"T2_prePB_to_PB","chr10-94050836-94051106",0.33280782587001,"HELLS","protein_coding",450462.5,"distal","turquoise"
"T2_prePB_to_PB","chr11-119252254-119252529",0.252578889802947,"CXCR5","protein_coding",368626,"distal","brown"
"T2_prePB_to_PB","chr12-25348025-25348287",0.296708678530515,"BCAT1","protein_coding",398697.5,"distal","turquoise"
"T2_prePB_to_PB","chr11-125932850-125933121",0.344732429870933,"CHEK1","protein_coding",307850,"distal","turquoise"
"T2_prePB_to_PB","chr17-7531098-7531369",0.371215846435528,"EIF5A","protein_coding",224235,"distal","turquoise"
"T2_prePB_to_PB","chr21-33765214-33765492",0.299715287199938,"IL10RB-AS1","antisense",499093.5,"distal","turquoise"
"T2_prePB_to_PB","chr5-180650174-180650471",0.314499692643223,"LINC00847","lincRNA",180634,"distal","blue"
"T2_prePB_to_PB","chr5-180650174-180650471",0.314499692643223,"BTNL9","protein_coding",389902,"distal","brown"
"T2_prePB_to_PB","chr19-49990574-49990837",0.317563192249879,"PRMT1","protein_coding",314920,"distal","turquoise"
"T2_prePB_to_PB","chr19-49990574-49990837",0.317563192249879,"ATF5","protein_coding",62004,"distal","turquoise"
"T2_prePB_to_PB","chr19-49990574-49990837",0.317563192249879,"SPIB","protein_coding",428232,"distal","yellow"
"T2_prePB_to_PB","chr11-60928549-60928851",0.483011465724365,"MS4A1","protein_coding",472948.5,"distal","brown"
"T2_prePB_to_PB","chr11-60928549-60928851",0.483011465724365,"CCDC86","protein_coding",86629.5,"distal","turquoise"
"T2_prePB_to_PB","chr3-122134917-122135181",0.304814747671295,"CD86","protein_coding",79683.5,"distal","turquoise"
"T2_prePB_to_PB","chr1-151299786-151300047",0.361424692192117,"RP11-126K1.6","antisense",47050,"proximal","turquoise"
"T2_prePB_to_PB","chr19-1040818-1041106",0.484921078468028,"KISS1R","protein_coding",123675.5,"distal","turquoise"
"T2_prePB_to_PB","chr19-1040818-1041106",0.484921078468028,"CNN2","protein_coding",14381.5,"proximal","turquoise"
"T2_prePB_to_PB","chr3-44803032-44803338",0.356976621642852,"KIF15","protein_coding",41468.5,"proximal","turquoise"
"T2_prePB_to_PB","chr2-58273842-58274131",0.360546806024787,"VRK2","protein_coding",366336,"distal","turquoise"
"T2_prePB_to_PB","chr7-56119201-56119506",0.314558826504208,"PSPH","protein_coding",67750,"distal","turquoise"
"T2_prePB_to_PB","chr7-56119201-56119506",0.314558826504208,"CCT6A","protein_coding",67724,"distal","turquoise"
"T2_prePB_to_PB","chr5-43556888-43557167",0.374780120332155,"HMGCS1","protein_coding",243516,"distal","turquoise"
"T2_prePB_to_PB","chr2-73340122-73340421",0.602592047499114,"CCT7","protein_coding",106852,"distal","turquoise"
"T2_prePB_to_PB","chr12-6960877-6961131",0.376525311035827,"GAPDH","protein_coding",427077.5,"distal","turquoise"
"T2_prePB_to_PB","chr12-6960877-6961131",0.376525311035827,"RP5-940J5.9","antisense",422634.5,"distal","turquoise"
"T2_prePB_to_PB","chr12-6960877-6961131",0.376525311035827,"PTMS","protein_coding",195488.5,"distal","turquoise"
"T2_prePB_to_PB","chr12-6960877-6961131",0.376525311035827,"LAG3","protein_coding",188492.5,"distal","blue"
"T2_prePB_to_PB","chr12-6960877-6961131",0.376525311035827,"GNB3","protein_coding",121050.5,"distal","blue"
"T2_prePB_to_PB","chr12-6960877-6961131",0.376525311035827,"TPI1","protein_coding",93885.5,"distal","turquoise"
"T2_prePB_to_PB","chr7-116166229-116166604",0.475300218951702,"TFEC","protein_coding",6521,"proximal","brown"
"T2_prePB_to_PB","chr7-116166229-116166604",0.475300218951702,"CAV1","protein_coding",358368,"distal","blue"
"T2_prePB_to_PB","chr6-44190967-44191734",0.390087558793228,"SLC29A1","protein_coding",28154,"proximal","turquoise"
"T2_prePB_to_PB","chr6-44190967-44191734",0.390087558793228,"HSP90AB1","protein_coding",54815,"distal","turquoise"
"T2_prePB_to_PB","chr6-44190967-44191734",0.390087558793228,"NFKBIE","protein_coding",74437,"distal","brown"
"T2_prePB_to_PB","chr17-75368956-75369261",0.824066558128256,"FDXR","protein_coding",496078,"distal","turquoise"
"T2_prePB_to_PB","chr17-75368956-75369261",0.824066558128256,"HN1","protein_coding",200828,"distal","turquoise"
"T2_prePB_to_PB","chr16-50307789-50308322",0.653601346633789,"PAPD5","protein_coding",155138,"distal","turquoise"
"T2_prePB_to_PB","chr12-104850446-104850754",0.343766157413808,"C12orf75","protein_coding",384689.5,"distal","turquoise"
"T2_prePB_to_PB","chr22-19842355-19842632",0.318079128286586,"RANBP1","protein_coding",273444,"distal","turquoise"
"T2_prePB_to_PB","chr15-43477428-43477719",0.369583308945667,"WDR76","protein_coding",349389,"distal","turquoise"
"T2_prePB_to_PB","chr1-42922060-42922329",0.301527071964115,"YBX1","protein_coding",239768,"distal","turquoise"
"T2_prePB_to_PB","chr1-42922060-42922329",0.301527071964115,"CDC20","protein_coding",436760,"distal","turquoise"
"T2_prePB_to_PB","chr3-9690949-9691234",0.341945391236394,"ARPC4","protein_coding",101403,"distal","turquoise"
"T2_prePB_to_PB","chr8-21966962-21967313",0.27354048870877,"SLC39A14","protein_coding",400111,"distal","turquoise"
"T2_prePB_to_PB","chr3-44903207-44903463",0.373558555168617,"KIF15","protein_coding",141618.5,"distal","turquoise"
"T2_prePB_to_PB","chr16-3450905-3451363",0.324371020893319,"IL32","protein_coding",385837.5,"distal","turquoise"
"T2_prePB_to_PB","chr16-3450905-3451363",0.324371020893319,"RP11-473M20.16","lincRNA",293651.5,"distal","turquoise"
"T2_prePB_to_PB","chr11-6255878-6256142",0.329501880093323,"PRKCDBP","protein_coding",64636.5,"distal","yellow"
"T2_prePB_to_PB","chr16-30905450-30905756",0.44416218487919,"DCTPP1","protein_coding",475528.5,"distal","turquoise"
"T2_prePB_to_PB","chr6-31239244-31239581",0.623689649610347,"HCG22","lincRNA",185963,"distal","brown"
"T2_prePB_to_PB","chr6-31239244-31239581",0.623689649610347,"LTA","protein_coding",332641,"distal","yellow"
"T2_prePB_to_PB","chr6-31239244-31239581",0.623689649610347,"TNF","protein_coding",336154,"distal","yellow"
"T2_prePB_to_PB","chr6-31239244-31239581",0.623689649610347,"LTB","protein_coding",343109,"distal","brown"
"T2_prePB_to_PB","chr6-31239244-31239581",0.623689649610347,"AIF1","protein_coding",375771,"distal","turquoise"
"T2_prePB_to_PB","chr5-137827683-137828016",0.418986826407631,"KIF20A","protein_coding",350869,"distal","turquoise"
"T2_prePB_to_PB","chr9-98224918-98225184",0.59737143673498,"CORO2A","protein_coding",32411.5,"proximal","turquoise"
"T2_prePB_to_PB","chr22-22090151-22090421",0.46489753657963,"LL22NC03-2H8.5","lincRNA",196933.5,"distal","blue"
"T2_prePB_to_PB","chr7-142985273-142985541",0.324773727211973,"ZYX","protein_coding",395672.5,"distal","turquoise"
"T2_prePB_to_PB","chr9-35658185-35658466",0.361141903882314,"CD72","protein_coding",11516,"proximal","brown"
"T2_prePB_to_PB","chr1-193090960-193091227",0.302615010679665,"RGS2","protein_coding",282055,"distal","brown"
"T2_prePB_to_PB","chr17-400309-401085",1.57316493958703,"FAM101B","protein_coding",45241.5,"proximal","turquoise"
"T2_prePB_to_PB","chr19-15580410-15580861",0.794360116431411,"TPM4","protein_coding",486385,"distal","turquoise"
"T2_prePB_to_PB","chr12-123635570-123635882",0.559539504380011,"RILPL2","protein_coding",199009.5,"distal","turquoise"
"T2_prePB_to_PB","chr12-93322905-93323453",0.285634587714908,"RP11-511B23.1","lincRNA",323961.5,"distal","brown"
"T2_prePB_to_PB","chr12-93322905-93323453",0.285634587714908,"SOCS2","protein_coding",246634.5,"distal","turquoise"
"T2_prePB_to_PB","chr10-79793432-79793685",0.314999442812159,"PPIF","protein_coding",446090,"distal","turquoise"
"T2_prePB_to_PB","chr6-44232709-44233335",0.450168536489052,"SLC29A1","protein_coding",13517.5,"proximal","turquoise"
"T2_prePB_to_PB","chr6-44232709-44233335",0.450168536489052,"HSP90AB1","protein_coding",13143.5,"proximal","turquoise"
"T2_prePB_to_PB","chr6-44232709-44233335",0.450168536489052,"NFKBIE","protein_coding",32765.5,"proximal","brown"
"T2_prePB_to_PB","chr15-66993162-66993430",0.435057363289531,"ZWILCH","protein_coding",488337.5,"distal","turquoise"
"T2_prePB_to_PB","chr22-20008383-20008663",0.306996808048616,"RANBP1","protein_coding",107414.5,"distal","turquoise"
"T2_prePB_to_PB","chr11-57267049-57267332",0.68745484801759,"SSRP1","protein_coding",68686,"distal","turquoise"
"T2_prePB_to_PB","chr11-57267049-57267332",0.68745484801759,"SLC43A3","protein_coding",160389,"distal","turquoise"
"T2_prePB_to_PB","chr16-66968187-66968506",0.42915844000848,"CMTM3","protein_coding",364473,"distal","turquoise"
"T2_prePB_to_PB","chr1-20085655-20085925",2.1137938010409,"CAMK2N1","protein_coding",400429.5,"distal","brown"
"T2_prePB_to_PB","chr3-169939982-169940315",0.387904984984824,"TERC","lincRNA",175089,"distal","turquoise"
"T2_prePB_to_PB","chr11-65319596-65319909",0.367320415302088,"BATF2","protein_coding",322708,"distal","blue"
"T2_prePB_to_PB","chr11-65319596-65319909",0.367320415302088,"NEAT1","lincRNA",103021,"distal","blue"
"T2_prePB_to_PB","chr11-65319596-65319909",0.367320415302088,"MALAT1","lincRNA",178009,"distal","blue"
"T2_prePB_to_PB","chr19-36208389-36208732",0.36347808730732,"NFKBID","protein_coding",306258,"distal","brown"
"T2_prePB_to_PB","chr19-36208389-36208732",0.36347808730732,"LINC00665","lincRNA",123157,"distal","turquoise"
"T2_prePB_to_PB","chr1-67395759-67396065",0.353086740362283,"SERBP1","protein_coding",34502.5,"proximal","turquoise"
"T2_prePB_to_PB","chr14-54863556-54863837",0.316535111417153,"LGALS3","protein_coding",260413,"distal","turquoise"
"T2_prePB_to_PB","chr14-54863556-54863837",0.316535111417153,"DLGAP5","protein_coding",327981,"distal","turquoise"
"T2_prePB_to_PB","chrX-153978779-153979136",0.639373990663528,"HCFC1-AS1","antisense",9633,"proximal","blue"
"T2_prePB_to_PB","chr19-36545454-36545717",0.308478580284849,"LINC00665","lincRNA",213868,"distal","turquoise"
"T2_prePB_to_PB","chr9-100126146-100126403",0.972160345600396,"NR4A3","protein_coding",304420,"distal","brown"
"T2_prePB_to_PB","chr7-44807838-44808367",1.37830763173135,"PPIA","protein_coding",11423,"proximal","turquoise"
"T2_prePB_to_PB","chr7-44807838-44808367",1.37830763173135,"SNHG15","lincRNA",178858,"distal","turquoise"
"T2_prePB_to_PB","chr1-185286569-185286839",0.452348414465077,"FAM129A","protein_coding",312154.5,"distal","turquoise"
"T2_prePB_to_PB","chr1-185286569-185286839",0.452348414465077,"IVNS1ABP","protein_coding",30624.5,"proximal","turquoise"
"T2_prePB_to_PB","chr8-59572077-59572501",0.426925414077806,"RP11-25K19.1","antisense",453249.5,"distal","turquoise"
"T2_prePB_to_PB","chr1-201708721-201708993",0.66812651553917,"PHLDA3","protein_coding",239620.5,"distal","turquoise"
"T2_prePB_to_PB","chr10-60027699-60027971",0.400143510934553,"SLC16A9","protein_coding",291833.5,"distal","turquoise"
"T2_prePB_to_PB","chr10-60027699-60027971",0.400143510934553,"CCDC6","protein_coding",121179.5,"distal","brown"
"T2_prePB_to_PB","chr1-159824524-159824791",0.421733281389357,"PEA15","protein_coding",380679,"distal","yellow"
"T2_prePB_to_PB","chr15-72409963-72410248",0.44261169164889,"PKM","protein_coding",178284,"distal","turquoise"
"T2_prePB_to_PB","chr16-56390347-56390604",0.440950333819338,"MT2A","protein_coding",217723,"distal","turquoise"
"T2_prePB_to_PB","chr16-56390347-56390604",0.440950333819338,"MT1E","protein_coding",234999,"distal","turquoise"
"T2_prePB_to_PB","chr16-56390347-56390604",0.440950333819338,"MT1G","protein_coding",277589,"distal","turquoise"
"T2_prePB_to_PB","chr16-56390347-56390604",0.440950333819338,"MT1H","protein_coding",279338,"distal","turquoise"
"T2_prePB_to_PB","chr16-56390347-56390604",0.440950333819338,"MT1X","protein_coding",291948,"distal","turquoise"
"T2_prePB_to_PB","chr17-46620740-46621021",0.53560713661555,"KANSL1-AS1","antisense",427305,"distal","blue"
"T2_prePB_to_PB","chr1-165567347-165567648",0.322413686395801,"MGST3","protein_coding",63363,"distal","turquoise"
"T2_prePB_to_PB","chr19-50145521-50145859",0.578298084593125,"PRMT1","protein_coding",469904.5,"distal","turquoise"
"T2_prePB_to_PB","chr19-50145521-50145859",0.578298084593125,"ATF5","protein_coding",216988.5,"distal","turquoise"
"T2_prePB_to_PB","chr19-50145521-50145859",0.578298084593125,"SPIB","protein_coding",273247.5,"distal","yellow"
"T2_prePB_to_PB","chr17-27916587-27916848",0.345380850960982,"KSR1","protein_coding",460004,"distal","yellow"
"T2_prePB_to_PB","chr17-27916587-27916848",0.345380850960982,"TMEM97","protein_coding",402377,"distal","turquoise"
"T2_prePB_to_PB","chr1-23345803-23346065",0.415662777085922,"ID3","protein_coding",213859.5,"distal","brown"
"T2_prePB_to_PB","chr6-41673779-41674037",0.278131196204457,"CCND3","protein_coding",376448.5,"distal","turquoise"
"T2_prePB_to_PB","chr11-72863740-72864077",0.73805238854367,"P2RY6","protein_coding",400596,"distal","blue"
"T2_prePB_to_PB","chr17-75461536-75461798",0.734705712105605,"HN1","protein_coding",293386.5,"distal","turquoise"
"T2_prePB_to_PB","chr22-50913094-50913381",1.96685881274441,"CTA-384D8.36","antisense",389312,"distal","turquoise"
"T2_prePB_to_PB","chr22-50913094-50913381",1.96685881274441,"CTA-384D8.34","lincRNA",370588,"distal","blue"
"T2_prePB_to_PB","chr12-56498035-56498305",0.292316287318296,"PA2G4","protein_coding",393851.5,"distal","turquoise"
"T2_prePB_to_PB","chr17-42264272-42264834",0.369937516439323,"JUP","protein_coding",477622.5,"distal","brown"
"T2_prePB_to_PB","chr17-42264272-42264834",0.369937516439323,"STAT5A","protein_coding",22993.5,"proximal","yellow"
"T2_prePB_to_PB","chr17-42264272-42264834",0.369937516439323,"CCR10","protein_coding",419363.5,"distal","blue"
"T2_prePB_to_PB","chr11-128392092-128392635",0.267591039877068,"ETS1","protein_coding",195194,"distal","turquoise"
"T2_prePB_to_PB","chr1-25664694-25665000",0.327913752827953,"STMN1","protein_coding",242143.5,"distal","turquoise"
"T2_prePB_to_PB","chr22-23522536-23522794",0.655679194413489,"GNAZ","protein_coding",452304.5,"distal","brown"
"T2_prePB_to_PB","chr14-23476197-23476470",0.278034553439471,"RP11-66N24.3","antisense",84763,"distal","blue"
"T2_prePB_to_PB","chr2-74734534-74734803",0.27333942543385,"DOK1","protein_coding",185643,"distal","turquoise"
"T2_prePB_to_PB","chr15-31283686-31284006",0.401036114662641,"RP11-16E12.2","lincRNA",53008.5,"distal","blue"
"T2_prePB_to_PB","chr11-288938-289220",0.737433637027251,"HRAS","protein_coding",248207.5,"distal","turquoise"
"T2_prePB_to_PB","chr1-205718564-205718856",0.364999131139177,"SLC41A1","protein_coding",95037.5,"distal","turquoise"
"T2_prePB_to_PB","chr6-30923405-30923698",0.503291933217033,"TUBB","protein_coding",203351,"distal","turquoise"
"T2_prePB_to_PB","chr6-30923405-30923698",0.503291933217033,"HCG22","lincRNA",129898,"distal","brown"
"T2_prePB_to_PB","chr19-506888-507145",0.286232541639827,"KISS1R","protein_coding",410270,"distal","turquoise"
"T2_prePB_to_PB","chr17-40021490-40021818",0.279379090597111,"TOP2A","protein_coding",396295.5,"distal","turquoise"
"T2_prePB_to_PB","chr17-40021490-40021818",0.279379090597111,"RP5-1028K7.2","lincRNA",495371.5,"distal","yellow"
"T2_prePB_to_PB","chr20-48599225-48599494",0.356750774442463,"LINC00494","lincRNA",239410,"distal","brown"
"T2_prePB_to_PB","chr17-45918541-45918819",0.265193009560778,"AC091132.1","antisense",465836.5,"distal","blue"
"T2_prePB_to_PB","chr17-45918541-45918819",0.265193009560778,"KANSL1-AS1","antisense",274895.5,"distal","blue"
"T2_prePB_to_PB","chr19-35168284-35168588",0.348899622215706,"CD22","protein_coding",150824.5,"distal","yellow"
"T2_prePB_to_PB","chr16-87984720-87984982",0.342275413790946,"SLC7A5","protein_coding",115363.5,"distal","turquoise"
"T2_prePB_to_PB","chr1-23695095-23695384",0.462539776591763,"ID3","protein_coding",135446,"distal","brown"
"T2_prePB_to_PB","chr7-148725564-148725844",0.31997138607807,"EZH2","protein_coding",158616.5,"distal","turquoise"
"T2_prePB_to_PB","chr6-33280375-33280694",0.494999848046121,"HLA-DMB","protein_coding",339465,"distal","brown"
"T2_prePB_to_PB","chr6-33280375-33280694",0.494999848046121,"KIFC1","protein_coding",111001,"distal","turquoise"
"T2_prePB_to_PB","chr14-94406000-94406267",0.321957259622349,"IFI27","protein_coding",301298,"distal","blue"
"T2_prePB_to_PB","chr16-432149-432577",0.902818303180973,"POLR3K","protein_coding",378735.5,"distal","turquoise"
"T2_prePB_to_PB","chr3-48936189-48936464",0.253617682980884,"COL7A1","protein_coding",341060,"distal","blue"
"T2_prePB_to_PB","chr3-48936189-48936464",0.253617682980884,"GPX1","protein_coding",422273,"distal","turquoise"
"T2_prePB_to_PB","chr16-30007296-30007574",0.300191808234848,"ALDOA","protein_coding",45654.5,"proximal","turquoise"
"T2_prePB_to_PB","chr16-30007296-30007574",0.300191808234848,"DCTPP1","protein_coding",422639.5,"distal","turquoise"
"T2_prePB_to_PB","chr6-42858302-42858874",0.332789313989467,"RP3-475N16.1","antisense",81775.5,"distal","brown"
"T2_prePB_to_PB","chr6-13814771-13815035",0.459832256484407,"CD83","protein_coding",302352.5,"distal","brown"
"T2_prePB_to_PB","chr8-11665921-11666200",0.533067940302057,"FAM167A","protein_coding",191346,"distal","brown"
"T2_prePB_to_PB","chr5-139493142-139493492",0.787984489458607,"TMEM173","protein_coding",10382.5,"proximal","turquoise"
"T2_prePB_to_PB","chr22-38054492-38054774",0.344024381712136,"LGALS1","protein_coding",379025.5,"distal","turquoise"
"T2_prePB_to_PB","chr22-38054492-38054774",0.344024381712136,"H1F0","protein_coding",249540.5,"distal","blue"
"T2_prePB_to_PB","chr19-50887314-50887598",0.308878138423282,"SPIB","protein_coding",468518.5,"distal","yellow"
"T2_prePB_to_PB","chr2-208576099-208576359",0.345555778209726,"PIKFYVE","protein_coding",309962.5,"distal","brown"
"T2_prePB_to_PB","chr1-169763885-169764205",0.342214054683012,"SELL","protein_coding",52347.5,"distal","turquoise"
"T2_prePB_to_PB","chr20-2853835-2854159",0.317327237162055,"NOP56","protein_coding",201852.5,"distal","turquoise"
"T2_prePB_to_PB","chr12-50222244-50222515",0.296280611670533,"NCKAP5L","protein_coding",393630,"distal","brown"
"T2_prePB_to_PB","chr12-50222244-50222515",0.296280611670533,"LIMA1","protein_coding",61166,"distal","turquoise"
"T2_prePB_to_PB","chr17-47439672-47439967",0.404962119184,"KPNB1","protein_coding",209656,"distal","turquoise"
"T2_prePB_to_PB","chr9-137029920-137030292",0.412744767673488,"FUT7","protein_coding",2903.5,"proximal","turquoise"
"T2_prePB_to_PB","chr9-137029920-137030292",0.412744767673488,"NPDC1","protein_coding",16096.5,"proximal","turquoise"
"T2_prePB_to_PB","chr9-137029920-137030292",0.412744767673488,"TUBB4B","protein_coding",211106.5,"distal","turquoise"
"T2_prePB_to_PB","chr20-56195644-56196211",0.444829099926744,"AURKA","protein_coding",196409,"distal","turquoise"
"T2_prePB_to_PB","chr2-27665100-27665383",0.74273406719488,"PPM1G","protein_coding",255555,"distal","turquoise"
"T2_prePB_to_PB","chr12-75723881-75724161",0.440221790135683,"NAP1L1","protein_coding",361011.5,"distal","turquoise"
"T2_prePB_to_PB","chr3-111805093-111805496",0.396238014110301,"ZBED2","protein_coding",209852,"distal","turquoise"
"T2_prePB_to_PB","chr18-23761652-23761931",1.75367533601793,"TTC39C","protein_coding",230981,"distal","yellow"
"T2_prePB_to_PB","chr7-116312013-116312266",0.429707891841634,"TFEC","protein_coding",152244,"distal","brown"
"T2_prePB_to_PB","chr7-116312013-116312266",0.429707891841634,"CAV1","protein_coding",212645,"distal","blue"
"T2_prePB_to_PB","chr4-4577063-4577458",0.564757505891545,"LYAR","protein_coding",287092,"distal","turquoise"
"T2_prePB_to_PB","chr1-202779905-202780178",0.307888602490994,"PCAT6","antisense",30912,"proximal","blue"
"T2_prePB_to_PB","chr17-40202299-40202736",0.579551181309392,"TOP2A","protein_coding",215432,"distal","turquoise"
"T2_prePB_to_PB","chr17-40202299-40202736",0.579551181309392,"RP5-1028K7.2","lincRNA",314508,"distal","yellow"
"T2_prePB_to_PB","chr17-40202299-40202736",0.579551181309392,"CCR7","protein_coding",362954,"distal","yellow"
"T2_prePB_to_PB","chr19-55592656-55593015",0.292865355436754,"UBE2S","protein_coding",185059,"distal","turquoise"
"T2_prePB_to_PB","chr1-206808669-206808994",0.27168177192522,"IL10","protein_coding",36338,"proximal","turquoise"
"T2_prePB_to_PB","chr1-206808669-206808994",0.27168177192522,"C4BPB","protein_coding",280010,"distal","yellow"
"T2_prePB_to_PB","chr17-42402222-42402604",0.351710985425032,"STAT5A","protein_coding",114866.5,"distal","yellow"
"T2_prePB_to_PB","chr17-42402222-42402604",0.351710985425032,"CCR10","protein_coding",281503.5,"distal","blue"
"T2_prePB_to_PB","chr14-105767771-105768046",0.363861139688798,"CRIP2","protein_coding",294947,"distal","brown"
"T2_prePB_to_PB","chr7-129251414-129251667",0.309439655877355,"TSPAN33","protein_coding",106649,"distal","yellow"
"T2_prePB_to_PB","chr22-36784117-36784388",0.267058439116823,"IL2RB","protein_coding",390801,"distal","turquoise"
"T2_prePB_to_PB","chr17-8339119-8339387",0.381607474120475,"AURKB","protein_coding",128653.5,"distal","turquoise"
"T2_prePB_to_PB","chr17-8339119-8339387",0.381607474120475,"LINC00324","lincRNA",115210.5,"distal","blue"
"T2_prePB_to_PB","chr17-8339119-8339387",0.381607474120475,"MYH10","protein_coding",291507.5,"distal","turquoise"
"T2_prePB_to_PB","chr2-241525800-241526064",0.287655621689139,"PASK","protein_coding",375668.5,"distal","turquoise"
"T2_prePB_to_PB","chr1-157475350-157475627",0.517407014725097,"FCRL3","protein_coding",225368,"distal","brown"
"T2_prePB_to_PB","chr22-50247109-50247413",0.281315116934357,"CTA-384D8.36","antisense",276664.5,"distal","turquoise"
"T2_prePB_to_PB","chr22-50247109-50247413",0.281315116934357,"CTA-384D8.34","lincRNA",295388.5,"distal","blue"
"T2_prePB_to_PB","chr6-170615601-170615888",0.346360640954065,"DLL1","protein_coding",309180,"distal","brown"
"T2_prePB_to_PB","chr3-12598464-12598793",0.316627513014735,"PPARG","protein_coding",311261,"distal","turquoise"
"T2_prePB_to_PB","chr2-113341937-113342364",0.27073554255353,"IL1RN","protein_coding",234937,"distal","blue"
"T2_prePB_to_PB","chr2-113341937-113342364",0.27073554255353,"RP11-480C16.1","lincRNA",90449,"distal","blue"
"T2_prePB_to_PB","chr12-6961301-6961558",0.290146996537247,"GAPDH","protein_coding",427503,"distal","turquoise"
"T2_prePB_to_PB","chr12-6961301-6961558",0.290146996537247,"RP5-940J5.9","antisense",423060,"distal","turquoise"
